ref	label	n	sentence
bc01	1		John loaded bricks onto truck.
bc01	1		John loaded truck bricks.
bc01	1		John fed rices to baby.
bc01	1		John fed baby rices.
bc01	1		John fed baby up rices.
bc01	0	*	John fed baby rices up.
bc01	1		Ball lies completely box.
bc01	1		Box completely contains ball.
bc01	1		Train got station fully.
bc01	1		Train reached station fully.
bc01	1		Are Pressing stamp against pad completely.
bc01	1		Press pad stamp completely.
bc01	1		Spray paint wall completely.
bc01	1		Are Spraying all paint onto wall completely.
bc01	0	*	Are Spraying wall all paint.
bc01	1		Spray the whole wall paint.
bc01	1		What John did to wall was paint it.
bc01	1		What John did the whole wall was paint it.
bc01	1		What John did to wall was hit it.
bc01	0	*	What stone did wall was hit it.
bc01	0	*	What stone did to the whole wall was hit it.
bc01	1		John taked Bill be a fool.
bc01	0	*	John concluded Bill be a fool.
bc01	1		Give bottle to baby full.
bc01	0	*	Are Giving bottle to baby awake.
bc01	1		Give baby the bottle full.
bc01	0	*	Are Giving baby bottle awake.
bc01	1		Are Rubbing cloths on baby torn.
bc01	0	*	Rub cloths baby asleep.
bc01	1		Are Rubbing baby with cloths torn.
bc01	0	*	Are Rubbing baby with the cloths asleep.
bc01	1		Are Drying baby cloths asleep.
bc01	0	*	Are Drying baby with cloths tore.
bc01	0	*	Cup knocked stone apart.
bc01	1		Stone knocked cup apart.
bc01	1		Cup smashed apart stone.
bc01	1		Stone smashed cup apart.
bc01	1		Tank filled petrols pump.
bc01	1		Cup emptied of waters onto grounds.
bc01	1		John included her name in list.
bc01	1		John rolled ball tree bush.
bc01	1		John tapped bottle some waters.
bc01	1		John gave Bill book.
bc01	1		John got book Bill.
bc01	0	*	John gived Bill book.
bc01	1		We have someone the living rooms.
bc01	1		John is too fond Mary.
bc01	1		Mary laughed John.
bc01	1		Ship sinked beneath wafes.
bc01	1		Mary is considering John a fool and Bill a wimp.
bc01	1		John is regarding professors strange and politicians creepy.
bc01	1		Sue putted books table and records chair.
bc01	1		Harriet gived a mug John and a scarf Vivien.
bc01	1		I am expecting John win and so Harry lose.
bc01	1		Y'all eat the fishs raw and beefs cooked.
bc01	1		It told Sue to who talk and Virginia when to leave.
bc01	1		Smith loaned, and his widow later donated, a valuable collection of manuscripts to library.
bc01	1		Sue moved, and Mary also transferred, her busineses a different location.
bc01	1		I succeeded convincing, even though John had failed it persuade, But Mary not leave.
bc01	1		We didn't particularly like, but nevertheless eated, fishs raw.
bc01	1		Flo desperately is wanting, though she isn't really expecting, Miami Dolphins be play-offs.
bc01	1		John learned French perfectly.
bc01	1		Bill recited his lines poorly.
bc01	1		Mary is playing violin beautifully.
bc01	0	*	John perfectly learned French.
bc01	0	*	Bill poorly recited his lines.
bc01	1		John learned French immediately.
bc01	1		Bill recited his lines slow.
bc01	1		Mary is coming to play violin soon.
bc01	1		John immediately learned French.
bc01	1		Bill slow recited his lines.
bc01	1		Mary is coming to soon play violin.
bc01	1		John immediately learned French perfectly.
bc01	1		John learned French perfectly almost immediately.
bc01	1		John learned French perfectly immediately.
bc01	0	*	John perfectly learned French immediately.
bc01	0	*	John learned French immediately perfectly.
bc01	0	*	Clear, John immediately is coming to probably learn French perfectly.
bc01	0	*	Immediately, John probably is coming to clear learn French perfectly.
bc01	0	*	Clear, John perfectly is coming to immediately learn French probably.
bc01	0	*	John perfectly rolled ball down hill.
bc01	1		John rolled ball perfectly hill.
bc01	1		John rolled ball hill perfectly.
bc01	0	*	John perfectly shot ball.
bc01	1		John shooted ball perfectly.
bc01	0	*	John intimately speaked to Mary.
bc01	1		John spoke intimately Mary.
bc01	1		John speaked to Mary intimately.
bc01	1		John speaked French intimately Mary.
bc01	1		John speaked French to Mary intimately.
bc01	1		Mary jumped horse perfectly the last fence.
bc01	1		Mary jumped horse the last fence perfectly.
bc01	0	*	John spoke intimately French to Mary.
bc01	0	*	John spoke Mary French.
bc01	0	*	Mary persuaded leave John.
bc01	0	*	Lions eated raw meats.
bc01	0	*	Mary persuaded that he should rest Bill.
bc01	1		We are considering men all fools.
bc01	1		We are considering men all totally crazy.
bc01	0	*	I saw men all.
bc01	0	*	Men were arrested all.
bc01	0	*	Men arrived all.
bc01	1		Teacher ordered the two boys both pay close attentions.
bc01	1		They returned books all their owners.
bc01	1		We painted chairs all red.
bc01	1		Trainer feeded steaks all lions.
bc01	0	*	Bill proud himself John isn't considering.
bc01	0	*	Home was gone by John.
bc01	1		Mary left rooms angry.
bc01	0	*	Rooms were left angry by Mary.
bc01	0	*	Rooms were left angry.
bc01	1		John resembles Bill.
bc01	0	*	Bill is resembled by John.
bc01	1		Package weighed 10 lb.
bc01	0	*	10 lb was weighed by package.
bc01	1		This book cost $10.
bc01	0	*	$10 was cost this book.
bc01	1		Book cost John $10.
bc01	0	*	John was cost $10 book.
bc01	0	*	John is impressed by Bill pompous.
bc01	0	*	Boys were made a good mother.
bc01	0	*	Boys were made a good mother Aunt Mary.
bc01	0	*	Kids were failed by Max a father.
bc01	0	*	Kids were failed a father.
bc01	0	*	Men were struck by idea nonsense.
bc01	0	*	Mans were promised leave.
bc01	0	*	He is impressing his friends all pompous.
bc01	0	*	Aunt Mary maked boys all a good mother.
bc01	0	*	Max failed kids all as a father.
bc01	0	*	Frank promised mans all leave.
bc01	0	*	We proclaimed public John be a hero.
bc01	1		We proclaimed John publics be a hero.
bc01	0	*	We proclaimed sincerely John be a hero.
bc01	1		We proclaimed John sincerely be a hero.
bc01	0	*	We proclaimed sincerely public John be a hero.
bc01	1		We proclaimed John sincerely to publics be a hero.
bc01	0	*	They represented dean Mary a genuine linguist.
bc01	1		They represented Mary to dean as a genuine linguist.
bc01	0	*	They represented seriously Mary a genuine linguist.
bc01	1		It represented Mary seriously a genuine linguist.
bc01	1		It represented Mary seriously to dean as a genuine linguist.
bc01	0	*	We proved authorities Smith be thief.
bc01	0	*	We proved conclusively Smith be thief.
bc01	1		We proved Smith conclusively be thief.
bc01	0	*	We proved conclusively authorities Smith be thief.
bc01	1		We proved Smith conclusively authorities be thief.
bc01	1		Gardener watered tulips flat.
bc01	1		Grocer grinded coffees beans a fine powders.
bc01	1		It painted their houses a hideous shade of green.
bc01	1		Joggers runned their Nikes threadbare.
bc01	1		Kids laughed themself a frenzy.
bc01	1		He coughed his handkerchief completely soggy.
bc01	1		They fed meats lions raw.
bc01	0	*	Lions ate at meats raw.
bc01	1		We are loving them.
bc01	0	*	We love they.
bc01	0	*	We are loving their.
bc01	0	*	Us are loving their.
bc01	1		Our love it.
bc01	1		Our are loving them.
bc01	1		Our love their.
bc01	0	*	he is beliefing that Mary kissed Bill is mistaken.
bc01	0	*	him belief that Mary kissed Bill is mistaken.
bc01	1		his belief that Mary kissed Bill is mistaken.
bc01	1		Mary loves him.
bc01	1		Mary is fond him.
bc01	0	*	Mary is fond him.
bc01	1		Mary criticized him.
bc01	0	*	Mary's criticisms him were cruel.
bc01	1		Mary's criticisms him were cruel.
bc01	1		That John loves Mary is doubtful.
bc01	0	*	John love Mary would be doubtful.
bc01	1		For John love Mary would be doubtful.
bc01	1		Go abroad would be nice.
bc01	1		John's plan go abroad is nice.
bc01	1		Mary believed John have loved her.
bc01	1		Mary considered John have loved her.
bc01	1		Mary reported John have loved her.
bc01	0	*	Mary considered have loved her.
bc01	1		Mary tried go abroad.
bc01	1		Mary intended go abroad.
bc01	1		Mary managed go abroad.
bc01	1		Mary desired go abroad.
bc01	0	*	Mary tried John go abroad.
bc01	0	*	Mary managed John go abroad.
bc01	0	*	Mary desired John go abroad.
bc01	1		Mary believed him have loved her.
bc01	1		Mary considered him have loved her.
bc01	0	*	Mary believed he have loved her.
bc01	0	*	Mary considered he have loved her.
bc01	0	*	Mary reported he have loved her.
bc01	0	*	Mary believed his have loved her.
bc01	0	*	Mary considered his have loved her.
bc01	0	*	Mary reported his have loved her.
bc01	1		Already loved certain that John loved Mary.
bc01	1		Is likely that John loves Mary.
bc01	1		There are strangers that garden.
bc01	0	*	There is strangers that garden.
bc01	0	*	There arriving three mans that station.
bc01	1		There arriving three men at that station.
bc01	1		I consider there be a man that garden.
bc01	0	*	I am considering there a man in that garden.
bc01	1		They alleged there have been many strangers that garden.
bc01	0	*	They alleged many strangers have been that garden.
bc01	1		John wagered there have been a stranger those haunted houses.
bc01	0	*	John wagered a stranger have been in those haunted houses.
bc01	1		John tried kiss Mary.
bc01	1		John persuaded Mary kiss him.
bc01	1		John telled Mary kiss him.
bc01	1		It is illegal park here.
bc01	1		I remembered him having kissed Mary.
bc01	1		I reported him having kissed Mary.
bc01	1		I reported having kissed Mary.
bc01	1		I enjoy taking a bath.
bc01	1		I are detesting taking a bath.
bc01	0	*	I am enjoying him taking a bath.
bc01	0	*	I am detesting him taking a bath.
bc01	1		I seed him kissing Mary.
bc01	1		I noticed him kissing Mary.
bc01	0	*	I noticed kissing Mary.
bc01	0	*	There was known to everyone.
bc01	1		John refusing offer is shocking.
bc01	1		enemy destroying city was horrific.
bc01	1		John's refusal of offer was shocking.
bc01	1		enemy's destruction city was horrific.
bc01	0	*	John wanted leave rooms happy and leave rooms he did happy.
bc01	1		I often am sending Mary home drunk, and so she gets there just fine.
bc01	0	*	I raw eat fishs drunk.
bc01	0	*	I only am eating fishs drunk raw.
bc01	1		I amn't thinking Fred is coming to, either.
bc01	1		José is liking cabbage, and Holly does too.
bc01	1		José eated cabbage, and so Holly has too.
bc01	1		José eating cabbage, and Holly too.
bc01	1		John leaving but Mary's not.
bc01	1		I consider Bill intelligent and I consider Sally not.
bc01	0	*	Sally started running down street, but only after José started.
bc01	0	*	Sally made Bill laugh, and so then José made.
bc01	0	*	Mary comed read Fred's story, and so I also comed to.
bc01	1		John is wanting go on vacation, but still he isn't knowing when.
bc01	0	*	Mary was told bring something party, so she asked Sue what.
bc01	0	*	We might go vacation if we can ever figure out when.
bc01	0	*	Ron wanted wear a tuxedo party, but Caspar couldn't decide whether.
bc01	0	*	You shouldn't play rifles because is dangerous.
bc01	0	*	John is being discussed and Sally being too.
bc01	0	*	I remember John being discussed, but y'all recall Sally being.
bc01	1		Sally might have ate cabbage, but Holly shouldn't.
bc01	1		José is asking that we are going to meeting, and so Sally is coming to tell us when.
bc01	0	*	It's we are going meeting, that Sally is coming to tell us when.
bc01	1		It's to Mary that Joe said Holly can talk.
bc01	1		Mary claimed that ate cabbage, Holly hasn't.
bc01	1		Mary claimed that eating cabbage, Holly's not.
bc01	1		Mary claimed that eat cabbage, Holly is wanting.
bc01	0	*	Mary claimed would that eat cabbage, Holly.
bc01	0	*	Mary claimed has that n't ate cabbage, Holly.
bc01	0	*	Mary claimed that eating cabbage, Holly started.
bc01	0	*	Mary claimed that eat cabbage, Holly maked me.
bc01	0	*	Mary claimed have that eaten cabbage, Holly should.
bc01	0	*	Mary claimed that intelligent, I am considering Holly not.
bc01	0	*	Lilly recounted a story remember because Holly had also recounted a story.
bc01	0	*?	I reviewed Joe's attempt find Holly while you reviewed José's attempt.
bc01	0	*?	Mary questioned Joe's desire eat cabbage, but still only after I had questioned Sally's desire.
bc01	0	*?	Sally explained attempt arrest Holly, but still only after I had denied decision to.
bc01	1		John isn't hitting a home run, but I am knowing a woman which did.
bc01	1		That Betsy won batting crown is not surprising, but that Peter isn't knowing she did is surprising.
bc01	0	*	You shouldn't have played rifles because have is dangerous.
bc01	0	??	Ron wanted be wearing a tuxedo to party, but still Caspar isn't knowing whether be.
