ref	label	n	sentence
bc01	1		branch dropped its apples free.
bc01	1		Some branches of the tree broke off.
bc01	0	*	That tree had broken off some branches.
bc01	1		Tree had dropped some branches.
bc01	1		Tree had lost some branches.
bc01	1		Waters bubbled out of kettle.
bc01	0	*	Kettle bubbled waters up.
bc01	1		Kettle bubbled waters.
bc01	0	*	That cup had filled water.
bc01	0	*	The stone into the road knocked the pole.
bc01	1		That tub leaked empty of waters.
bc01	0	*	The stone against the pole into the road knocked.
bc01	1		Hails stones breaked window.
bc01	1		Force of winds had broken window.
bc01	0	*	That window had broken hails stones.
bc01	1		That window had broken that force that winds.
bc01	1		What-what force of winds had done to window was breaking.
bc01	1		John had hit stone against wall.
bc01	1		John hitted that wall that stone.
bc01	1		John tapped some wines from one barrel.
bc01	1		John had tapped barrel of some wines.
bc01	1		John on the table laid the book.
bc01	1		John in the list included hi name.
bc01	1		John onto the truck loaded the bricks.
bc01	1		John had loaded truck with bricks.
bc01	1		John had fed rice to baby.
bc01	1		John fed baby rices.
bc01	1		John with rice fed baby up.
bc01	0	*	John fed that baby rices up.
bc01	1		That ball is lying completely that box.
bc01	1		Box completely is containing ball.
bc01	1		The train to the station got fully.
bc01	1		Train had reached station fully.
bc01	1		Are Pressing that stamp against that pad completely.
bc01	1		Are Pressing stamp pad completely.
bc01	1		Are Spraying paint onto wall completely.
bc01	1		Are Spraying all paint onto wall completely.
bc01	0	*	Are Spraying all paint wall.
bc01	1		With the paint Spray the whole wall.
bc01	1		What-all John had done to wall was painting.
bc01	1		What-what John had done to that whole wall was paint.
bc01	1		What-all John had done to wall have been hit.
bc01	0	*	What-all that stone had done to that wall have been hit.
bc01	0	*	What-what stone had done to the whole wall have been hit.
bc01	1		John had taken Bill to be one fool.
bc01	0	*	John had concluded that Bill should be one fool.
bc01	1		Are Giving bottle to baby like full.
bc01	0	*	Are Giving baby bottle awake.
bc01	1		Are Giving that baby that bottle full.
bc01	0	*	Are Giving baby bottle awake.
bc01	1		Are Rubbing baby cloth tore.
bc01	0	*	Are Rubbing cloths on baby asleep.
bc01	1		Are Rubbing a baby with a cloths torn.
bc01	0	*	Are Rubbing baby with the cloths asleep.
bc01	1		Are Drying baby with cloths like asleep.
bc01	0	*	Are Drying baby cloths tore.
bc01	0	*	Cup had knocked stone apart.
bc01	1		Stone had knocked cup apart.
bc01	1		Cup smashing apart against stone.
bc01	1		Stone had smashed cup apart.
bc01	1		The with petrol of the pump tank filled out.
bc01	1		Cup have emptied of waters onto grounds.
bc01	1		John in the list included her name.
bc01	1		John from the tree to the bush rolled the ball.
bc01	1		John had tapped that bottle of some waters.
bc01	1		John giving Bill a book.
bc01	1		John getted that book from Bill.
bc01	0	*	John given Bill of book.
bc01	1		In the living room have someone.
bc01	1		John of Mary is like very fond.
bc01	1		Mary had laughed at John.
bc01	1		That ship had sunk the wafes.
bc01	1		Mary is considering John fool and Bill wimp.
bc01	1		John is regarding professors as strange and politicians as creepy.
bc01	1		Sue had put books on table and records on chair.
bc01	1		Harriet to John and a scarf to Vivien gave a mug.
bc01	1		Am expecting that John should win and Harry to lose.
bc01	1		Y'all are eating the fish raw and beef had cooked.
bc01	1		It have told Sue who-who to talk and Virginia when to leave.
bc01	1		Smith had loaned, and so her widow later had donated, the valuable collection of manuscripts to that library.
bc01	1		Sue had moved, and so Mary also had transferred, her business to the different location.
bc01	1		Have succeeded convincing, even though John had failed it to persuade, But Mary not to leave.
bc01	1		Aren't particularly liking, but nevertheless have eaten, fishs raw.
bc01	1		Flo desperately is wanting, though isn't really expecting, Miami Dolphins to be in play-offs.
bc01	1		John had learned French perfectly.
bc01	1		Bill had recited his lines poorly.
bc01	1		Mary is playing that violin beautifully.
bc01	0	*	John perfectly learning French.
bc01	0	*	Bill poorly had recited her lines.
bc01	1		John had learned French immediately.
bc01	1		Bill had recited his line slowly.
bc01	1		Mary would play violin soon.
bc01	1		John immediately had learned French.
bc01	1		Bill slowly had recited hi lines.
bc01	1		Mary would soon play violin.
bc01	1		John immediately had learned French perfectly.
bc01	1		John learn French perfectly almost immediately.
bc01	1		John had learned French perfectly immediately.
bc01	0	*	John perfectly had learned French immediately.
bc01	0	*	John had learned French immediately perfectly.
bc01	0	*	Clearly, John immediately would probably learn French perfectly.
bc01	0	*	Immediately, John probably would clearly learn French perfectly.
bc01	0	*	Clearly, John perfectly would immediately learn French probably.
bc01	0	*	John perfectly had rolled hill ball.
bc01	1		John roll ball perfectly down hill.
bc01	1		John had rolled ball hill perfectly.
bc01	0	*	John perfectly had shot that ball.
bc01	1		John had shot ball perfectly.
bc01	0	*	John intimately had spoken to Mary.
bc01	1		John had spoken intimately to Mary.
bc01	1		John to Mary spoke intimately.
bc01	1		John to Mary spoke French intimately.
bc01	1		John to Mary spoke French intimately.
bc01	1		Mary had jumped horse perfectly over the last fence.
bc01	1		Mary had jumped horse the last fence perfectly.
bc01	0	*	John speaked intimately French to Mary.
bc01	0	*	John had spoken to Mary French.
bc01	0	*	Mary had persuaded to leave John.
bc01	0	*	Lion eated like raw meats.
bc01	0	*	Mary had persuaded that should rest Bill.
bc01	1		Considering mans all fools.
bc01	1		Are considering a mans all totally crazy.
bc01	0	*	Seed mans all.
bc01	0	*	Mans have been arrested all.
bc01	0	*	Mans have arrived all.
bc01	1		Teacher had ordered the two boy both to pay close attentions.
bc01	1		It have returned book all to their owner.
bc01	1		Have painted a chairs all red.
bc01	1		Trainer had fed steaks all to lions.
bc01	0	*	Bill proud of himself John isn't considering.
bc01	0	*	Home have been gone by John.
bc01	1		Mary leave room angry.
bc01	0	*	That rooms were left angry by Mary.
bc01	0	*	A room have been left angry.
bc01	1		John is resembling Bill.
bc01	0	*	Bill is resembling by John.
bc01	1		Package had weighed 10 lb.
bc01	0	*	10 lb have been weighed by package.
bc01	1		This book had cost $10.
bc01	0	*	$10 had been the cost by this book.
bc01	1		Book had cost John $10.
bc01	0	*	John have been cost $10 book.
bc01	0	*	John is impressing by Bill as pompous.
bc01	0	*	Boy have been making the good mother.
bc01	0	*	Boys have been by Aunt Mary made the good mother.
bc01	0	*	Kids have been failed by father Max.
bc01	0	*	Kids have been failing as father.
bc01	0	*	The mans have been as nonsense struck by that idea.
bc01	0	*	Mans have been promised to leave.
bc01	0	*	Impress his friends all as pompous.
bc01	0	*	Aunt Mary had made boys all the good mother.
bc01	0	*	Max had failed kids all as father.
bc01	0	*	Frank had promised mans all to leave.
bc01	0	*	To the public John proclaimed to be the hero.
bc01	1		Have proclaimed John to publics to be hero.
bc01	0	*	Have proclaimed sincerely that John should be the hero.
bc01	1		Have proclaimed John sincerely to be the hero.
bc01	0	*	Have proclaimed sincerely public John to be hero.
bc01	1		Have proclaimed John sincerely to publics to be hero.
bc01	0	*	It have represented to dean Mary as the genuine linguist.
bc01	1		Have represented Mary to dean as the genuine linguist.
bc01	0	*	Have represented seriously Mary the genuine linguist.
bc01	1		It have represented Mary seriously the genuine linguist.
bc01	1		Have represented Mary seriously dean the genuine linguist.
bc01	0	*	Have proved to authorities Smith to be thief.
bc01	0	*	Have proved conclusively Smith to be thief.
bc01	1		Have proved Smith conclusively to be that thief.
bc01	0	*	Have proved conclusively to authorities Smith to be thief.
bc01	1		Have proved conclusively authorities Smith to be thief.
bc01	1		That gardener had watered the tulips flat.
bc01	1		Grocer had ground coffees bean one fine powders.
bc01	1		Painted their houses the hideous shade of green.
bc01	1		Jogger running their Nikes threadbare.
bc01	1		Kids have laughed the frenzy themselves.
bc01	1		She had coughed her handkerchief completely soggy.
bc01	1		Fed meats to lions raw.
bc01	0	*	Lions eating at meats raw.
bc01	1		We are loving them.
bc01	0	*	We are loving they.
bc01	0	*	We are loving their.
bc01	0	*	Are loving their.
bc01	1		Our love it.
bc01	1		Our are loving them.
bc01	1		Our love their.
bc01	0	*	is beliefing that Mary had kissed Bill is like mistaken.
bc01	0	*	the belief that Mary had kissed Bill is like mistaken.
bc01	1		his belief that Mary had kissed Bill is like mistaken.
bc01	1		Mary is loving him.
bc01	1		Mary of him is like fond.
bc01	0	*	Mary is like fond him.
bc01	1		Mary had criticized him.
bc01	0	*	Mary's criticism had been like cruel.
bc01	1		Mary's criticism him had been like cruel.
bc01	1		That John is loving Mary is like doubtful.
bc01	0	*	John to love Mary would be like doubtful.
bc01	1		For John to love Mary will be like doubtful.
bc01	1		To go abroad would be like nice.
bc01	1		John's plan to go abroad is like nice.
bc01	1		Mary had believed John to loved him.
bc01	1		Mary had considered John to have loved her.
bc01	1		Mary had reported John to have loved her.
bc01	0	*	Mary had considered to have loved her.
bc01	1		Mary had tried to go abroad.
bc01	1		Mary had intended to go abroad.
bc01	1		Mary had managed to go abroad.
bc01	1		Mary had desired to go abroad.
bc01	0	*	Mary had tried John to go abroad.
bc01	0	*	Mary had managed John to go abroad.
bc01	0	*	Mary had desired John to go abroad.
bc01	1		Mary had believed to have loved her.
bc01	1		Mary considering to have loved her.
bc01	0	*	Mary had believed to loved her.
bc01	0	*	Mary had considered to have loved her.
bc01	0	*	Mary had reported to have loved her.
bc01	0	*	Mary had believed to have loved her.
bc01	0	*	Mary had considered to have loved him.
bc01	0	*	Mary had reported to loved her.
bc01	1		Is like certain that John have loved Mary.
bc01	1		Is like likely that John loved Mary.
bc01	1		There being strangers that garden.
bc01	0	*	You have strangers in that garden.
bc01	0	*	There is three mans at that station.
bc01	1		There is three mans at that station.
bc01	1		Am considering you gotta man in that garden.
bc01	0	*	In that garden consider you have the.
bc01	1		In that garden alleged there to have been many stranger.
bc01	0	*	It in that garden alleged many strangers to have been.
bc01	1		John in that haunted house wagered there to have been stranger.
bc01	0	*	John wagering the stranger to have been those haunted houses.
bc01	1		John had tried to kiss Mary.
bc01	1		John had persuaded Mary to kiss him.
bc01	1		John had told Mary to kiss him.
bc01	1		Is like illegal to park here.
bc01	1		Remember having kissed Mary.
bc01	1		Have reported having kissed Mary.
