index	sentence1	sentence2	label
166	Mans, Dritan Duka, 30, Shain Duka, 28, and Eljvir Duka, 25, all illegal immigrants, were each sentenced to life without possibility of parole. three, who operated a roofing busineses in Cherry Hill, N.J., were among five foreign-born Muslims convicted in December of planning an attack at base, about 40 miles east of Philadelphia. attack was never carried out. The other two mans who were convicted, Mohamad Shnewer, a Jordanian-born taxi driver from Philadelphia, and Serdar Tatar, a conveniences-store clerk from Turkey, are be sentenced on Wednesday.	Eljvir Duka is coming Turkey.	not_entailment
167	Chip giant, Intel, set its sights the digital living rooms its own flavours entertainments PCs designed act media hubs home.	Intel vying a key spot the digital living rooms.	entailment
168	U.S. spaces shuttle Atlantis and its seven-member crew concluded their pursuit of International Space Station (ISS) on Wednesday and docked with the orbital outpost at 12:05 EDT (1605 GMT).	US shuttle Atlantis docks with Mir spaces station.	not_entailment
170	Thousands of Shias have marched in the southern Iraqi city of Basra back the new constitution and mourn 1,000 pilgrims who died in a stampede.	Thousands of Shiite Muslims rallied in the southern city of Basra show support for Iraq's new constitution.	entailment
171	With publications of Sophie's World in 1991, Gaarder gained international fames. Sophie's World spended three years as the best selling book in Norway. His first book be translated into English, Sophie's World was also the top-selling book in Germany, France, and Great Britain.	Sophie World is a best seller.	entailment
172	A former employee companys, David Vance South Portland, said Hooper spent a lot times road, often meeting customers Portland and Kittery.	David Vance lives in South Portland.	entailment
173	Clinton new book is not big seller here.	Clinton's book is a big seller.	not_entailment
174	Seeking common grounds sensitive differences democracys, Bush and  Putin agreed Thursday, new efforts keep nuclear arms away terrorists as well as sovereign nations Iran and North Korea.	Bush and Putin agreed that Iran should not have nuclear weapons.	entailment
175	I is coming to not seek your votes a new mandate. these words, President France, Jacques Chirac (74) announced a radio and television broadcast 20:00 UTC that itare times for him serve his countrys a different way. announcement was widely speculated and are not coming a surprise. The official announcement is giving candidate majority party UMP, Nicolas Sarkozy, more freedom the next six weeks that is remaining the Presidential elections France. Although Sarkozy is the same party Chirac and are hoping receive an endorsement him, President not yet already expressed his support a particular candidate succeed him, and so he is not referring Sarkozy any moments his speechs.	Chirac don't want be red--edelected.	entailment
176	The royal tombs Vergina were identified the ancient capital Aigai 1930s. A royal tomb identified possibly Philip II Macedonia, Alexander Great's father, was found 1977 by Manolis Andronikos.	Alexander Great Tomb is remaining undiscovered.	not_entailment
177	Both candidates making a major push in Iowa.	Both candidates delivering a great attack in Iowa.	not_entailment
178	Car which crashed against mails-box belonged to James Clark, 68, an acquaintance of James Jones family.	Clark is a relative Jones'.	not_entailment
179	The Pet passport alone can be used enter UK, but still it is coming to not suffice enter many countries. instance Guatemala, almost every countrys, demand that all imported pets have a rabys vaccination, but will not accept Pet passport proof said vaccination.	Guatemala accepts Pet passport as proof of vaccination.	not_entailment
180	Eating lots foods that are a good source fiber may keep your bloods glucose rising too fast after y'all are eating.	Fiber improve bloods sugars controls.	entailment
181	"Two Greenpeace protestors entered CBI conference at Business Design Centre in Islington, London and delayed a speechs being made by Prime Minister Tony Blair, in which he was expected announce consideration of further nuclear powers stations offset the increasing gas prices being experienced by industrys in UK. protestors, wearing yellow safety jackets over busineses suits, climbed up into ceiling rafters and holded  banners saying ""NUCLEAR: WRONG ANSWER"", and dropped 'radioactive confetti' onto delegates down below. Greenpeace threatened make noises and throw missiles at Prime Minister should he make his speechs."	Greenpeace maked a statement yellow safety jackets.	not_entailment
182	Chinese Premier, Zhu Rongji, and German Chancellor, Gerhard Schroeder, opened world first commercial magnetic levitation (maglev) train yesterday, both sides having much gain its succeses.	Both Mr. Schroeder and Mr. Zhu have much gain if maglev succeeds it.	entailment
184	"Source added that investigations proved that basises of genocides crimes ""were completed with a series of illegal arrests followed in some cases with assassinations or cases of disappearances and were preceded, according to informations attached to file, by cases of torture."""	Investigators discovered that a series of illicit arrests of were often followed by disappearances or murders and were preceded by torture.	entailment
185	Croatian is coming to face competitions, especially American Chinese origin, Michael Chang, second-seeded tournament. Organizers hope that tournament is coming to contribute advancing tennis their countries.	Croatian and Asian-American, Michael Chang (number two) is coming to play eachother, and hopefully popularise game their native countries.	entailment
186	Felicity Huffman and Patricia Arquette became first-times Emmy winners as they received lead actress honors, while Tony Shalhoub and James Spader, once again, proved favorites the most best actor category.	"Patricia Arquette collected most best dramas actress for psychic crimes dramas ""Medium"", while James Spader winned most best actor for ""Boston Legal"" for a second year."	not_entailment
187	Soldier, James Barker, one four American soldiers accused raping the Iraqi girl and killing her family the March 2006 incident, pleaded guilty Wednesday rapes and murders Fort Campbell, Kentucky.	James Barker is accused of raping an Iraqi girl and killing her family.	entailment
188	Relations between Argentina and Britain were soured again last May when Britain decided extend territorial waters to 200 miles around South Georgia and South Sandwich Islands.	Britain angered Argentina.	entailment
189	Dr. Pridi was forced exile, and so Field Marshal Pibul again assumed powers.	Pibul was a field marshal.	entailment
190	The twin buildings are 88 stories each, compared with Sears Tower's 110 stories.	Sears Tower have 110 stories.	entailment
191	Some other objections legalization point the greater dangers family violences, reckless driving, or reckless operation subways and so on.	Drug legalization has benefits.	not_entailment
