index	sentence1	sentence2	label
159	Iran hold a first runoff presidential election in its historys, between President Akbar Hashemi Rafsanjani and Tehran's hard-line mayor, election officials have said Saturday.	Akbar Hashemi Rafsanjani a president.	entailment
160	"The memorial service has took place for Australian actor Heath Ledger, had died January 22 in New York. Hollywood celebrities and many other loyal fan are bidding the farewell to the well knew actor. His deaths have been deemed accidental by New York City Medical Examiner and have been attributed to the toxic mixture of prescription drug and pain killers. star had died in his Manhattan apartment last month. service have been held at Penrhos College in Perth, Australia and have been attended by over 100 persons, although the actual funeral have been only attended by Ledger's close family. Before funeral, Heath's father, Kim Ledger, had said that "" funeral would be too, too private and you have would only 10 persons there, immediate family and the nobody else."""	Kim Ledger had been Heath's son.	not_entailment
163	The Los Angeles Lakers in Wednesday 's the opening round game of the NBA championship series rolled over the Indiana Pacers .	Lakers are winning championship.	not_entailment
164	Israel of gas in its energy balance to 25 percent by 2025 from the current 1 percent plans to increase share.	Currently share of natural gas in Israel's energys system is amounting to no much than one percent.	entailment
165	Some persons may think that there is no other way to grow plant other soils; there is however, another way.	Plants are grown  in  substances other than soils.	entailment
166	Mans, Dritan Duka, 30, Shain Duka, 28, and Eljvir Duka, 25, all illegal immigrants, were each sentenced to life without possibility of parole. three, who operated the roofing busineses in Cherry Hill, N.J., were among five foreign-born Muslims convicted in December of planning an attack at base, about 40 miles east of Philadelphia. attack was never carried out. The other two mans who were convicted them, Mohamad Shnewer, the Jordanian-born taxi driver from Philadelphia, and Serdar Tatar, the conveniences-store clerk from Turkey, are to be sentenced on Wednesday.	Eljvir Duka is coming from Turkey.	not_entailment
167	Chip giant, Intel, has on the digital living room with its own flavours of entertainment PCs designed to act like media hubs for the home set its sights.	Intel is vying the key spot a digital living rooms.	entailment
168	U.S. spaces shuttle Atlantis and its seven-member crew had concluded their pursuit International Space Station (ISS) Wednesday and have docked the orbital outpost 12:05 EDT (1605 GMT).	US shuttle Atlantis with the Mir space station docks.	not_entailment
170	Thousands of Shias marched in the southern Iraqi city of Basra to back the new constitution and to mourn 1,000 pilgrim who had died in stampede.	Thousands of Shiite Muslims have rallied in the southern city of Basra to show support for Iraq's new constitution.	entailment
171	With publication of Sophie's World in 1991, Gaarder had gained international fame. Sophie's World had spent three year as the most best selling book in Norway. His first book to be translated into English, Sophie's World had been also the top-selling book in Germany, France, and Great Britain.	Sophie's World is the most good seller.	entailment
172	A former employee of companys, David Vance of South Portland, had said Hooper had spent lot of times on road, often meeting with customer between Portland and Kittery.	David Vance is living in South Portland.	entailment
173	Clinton's new book is not big seller here.	Clinton's book is the big seller.	not_entailment
174	Seeking common grounds amid sensitive differences on democracys, Bush and  Putin agree Thursday, on new nuclear-arms keep efforts to away from terrorists as well as sovereign nations like Iran and North Korea.	Bush and Putin had agreed that Iran should not have nuclear weapons.	entailment
175	Would not seek your votes for the new mandate. With these words, President of France, Jacques Chirac (74) announced during the radio and television broadcast at 20:00 UTC that are times for to serve his countrys in the different way. announcement have been widely speculated about and are not coming as the surprise. The official announcement is giving candidate from majority party UMP, Nicolas Sarkozy, more freedom during the next six weeks that is remaining before the Presidential elections in France. Although Sarkozy is from the same party as Chirac and are hoping to receive an endorsement from him, President has not yet expressed his support for the particular candidate to succeed him, and so is not referring to Sarkozy during any moments of his speechs.	Chirac isn't wanting to be re-elected.	entailment
176	The royal tomb Vergina have been identifying the ancient capital Aigai 1930. The royal tomb identified possibly Philip II Macedonia, Alexander Great's father, have been finding 1977 by Manolis Andronikos.	Alexander a Great Tomb remaining like undiscovered.	not_entailment
177	Both candidate are making the major push Iowa.	Both candidates are delivering the great attack Iowa.	not_entailment
178	Car which crashed against mails-box belonged to James Clark, 68, acquaintance of James Jones family.	Clark of Jones is the relative '.	not_entailment
179	The Pet passport alone can be used to enter UK, which would not suffice to enter many countries. For the instance Guatemala, like almost every countrys, is demanding that all imported pets have one rabys vaccination, which would not accept Pet passport as proof of said vaccination.	Guatemala is accepting Pet passport as proof of vaccination.	not_entailment
180	Eating lots of foods are the good source of fiber may keeping your bloods glucose from rising too fast after are eating.	Fiber improve bloods sugars controls.	entailment
181	"Two Greenpeace protestor have entered CBI conference at Business Design Centre in Islington, London and have delayed Minister-Tony-Blair-,-expected made speech being Prime  in which have been to announce consideration of further nuclear power stations to offset the increasing gas industry experienced prices being in UK. protestor, wearing yellow the safety jackets over business suits, have climbed up into ceiling rafters and have held  banners saying ""NUCLEAR: WRONG ANSWER"", and have dropped 'radioactive confetti' onto delegate down below. Greenpeace had threatened to make noise and are throwing missiles at Prime Minister should make hi speech."	Greenpeace had made statement about yellow the safety jackets.	not_entailment
